charts/episodic_length,losses/policy_loss,losses/old_approx_kl,global_step,_timestamp,losses/clipfrac,charts/learning_rate,losses/explained_variance,charts/SPS,losses/approx_kl,_step,_runtime,charts/episodic_return,losses/value_loss,losses/entropy
,0.0003040917217731476,7.724389433860779e-05,471296,1763260540.6045306,0.0,1.7281105101574212e-05,-0.00010776519775390625,1101.0,1.5888363122940063e-06,4874,455.2756485939026,,242.53433227539062,0.5888454914093018
500.0,,,471691,1763260540.9403038,,,,,,4878,455.6114218235016,500.0,,
500.0,,,472191,1763260541.3469214,,,,,,4882,456.01803946495056,500.0,,
,-2.0759180188179016e-05,0.0018108710646629333,475520,1763260544.3944051,0.0,1.4746543456567451e-05,0.09340500831604004,1101.0,9.81055200099945e-06,4915,459.065523147583,,0.0010876443702727556,0.4927419424057007
,-0.0005305372178554535,0.0005865097045898438,476032,1763260544.8373117,0.0,1.4439324331760872e-05,0.04733031988143921,1101.0,1.0332092642784119e-05,4920,459.5084297657013,,0.0010680886916816235,0.4772998094558716
500.0,,,477191,1763260545.8718045,,,,,,4932,460.54292249679565,500.0,,
,6.005726754665375e-05,7.134862244129181e-05,477312,1763260545.9799216,0.0,1.3671275155502371e-05,-2.8967857360839844e-05,1101.0,2.123415470123291e-07,4933,460.6510396003723,,82.63751983642578,0.5381309390068054
,-0.00025232136249542236,0.00048168934881687164,477952,1763260546.5721006,0.0,1.328725011262577e-05,-0.035146236419677734,1101.0,6.612390279769897e-07,4939,461.2432186603546,,0.0012027445482090116,0.541921079158783
500.0,,,478691,1763260547.160761,,,,,,4946,461.83187913894653,500.0,,
,0.00012927688658237457,-0.0002750623971223831,479360,1763260547.829982,0.0,1.244239592779195e-05,-0.03230774402618408,1101.0,2.1792948246002197e-06,4953,462.501100063324,,0.0017223285976797342,0.49047964811325073
,-0.0004775719717144966,0.0007936805486679077,479872,1763260548.2720742,0.0,1.213517680298537e-05,-0.012631535530090332,1101.0,4.8857182264328e-06,4958,462.94319224357605,,0.0015844121808186173,0.5024058222770691
,-0.00045238062739372253,-0.0002833344042301178,480384,1763260548.7487679,0.0,1.182795676868409e-05,-0.054874300956726074,1101.0,2.2724270820617676e-06,4963,463.41988587379456,,0.001532132038846612,0.5397106409072876
500.0,,,481191,1763260549.4619997,,,,,,4971,464.13311767578125,500.0,,
,0.0005995128303766251,-0.0002979142591357231,481280,1763260549.5570192,0.0,1.129032261815155e-05,-0.00015103816986083984,1101.0,1.1669471859931946e-06,4972,464.22813725471497,,705.0375366210938,0.5286283493041992
,-0.0005651935935020447,-0.00026752427220344543,481920,1763260550.1103556,0.0,1.0906297575274948e-05,-0.0892190933227539,1102.0,2.5276094675064087e-06,4978,464.7814736366272,,0.001419340493157506,0.6081355810165405
500.0,,,482191,1763260550.3370655,,,,,,4981,465.0081834793091,500.0,,
,-0.0005744025111198425,-6.835535168647766e-05,483072,1763260551.1396902,0.0,1.0215053407591768e-05,-0.15791118144989014,1102.0,3.0882656574249268e-06,4989,465.8108081817627,,0.0011621596058830619,0.5537359714508057
,-1.150369644165039e-05,9.8472461104393e-05,483584,1763260551.6155295,0.0,9.907834282785188e-06,-0.006547451019287109,1102.0,1.1548399925231934e-07,4994,466.2866475582123,,0.001158329425379634,0.569029688835144
,-0.0004580281674861908,0.0007980484515428543,484992,1763260552.8631737,0.0,9.062980097951367e-06,-0.028400421142578125,1102.0,5.302950739860535e-06,5008,467.5342917442322,,0.0011285979999229312,0.5831083059310913
,0.00019610300660133362,0.0003347592428326607,485504,1763260553.3031864,0.0,8.755760063650087e-06,-0.026301264762878418,1102.0,3.2791867852211e-06,5013,467.97430443763733,,0.0012060824083164334,0.5727692246437073
500.0,,,485691,1763260553.434699,,,,,,5015,468.10581707954407,500.0,,
500.0,,,488191,1763260555.6572502,,,,,,5039,470.3283681869507,500.0,,
,-0.0002768188714981079,8.25515016913414e-05,491392,1763260558.5525348,0.0,5.222734216658864e-06,-0.024066686630249023,1102.0,8.316710591316223e-07,5071,473.22365283966064,,0.0016672546043992043,0.5520021915435791
,-2.4475157260894775e-05,1.3819895684719086e-05,496128,1763260562.7771778,0.0,2.380952309977147e-06,0.03460639715194702,1102.0,2.8870999813079834e-08,5117,477.4482958316803,,0.0012401961721479893,0.5753520131111145
,-6.994232535362244e-05,-8.857995271682739e-05,496640,1763260563.3090172,0.0,2.0737327304232167e-06,0.02208268642425537,1102.0,9.685754776000977e-08,5122,477.98013520240784,,0.0012479316210374236,0.5074096322059631
,6.159581243991852e-05,-4.8094429075717926e-05,497152,1763260563.7499917,0.0,1.766513037182449e-06,0.24497759342193604,1102.0,6.05359673500061e-08,5127,478.4211096763611,,0.0013615579809993505,0.5341653823852539
500.0,,,497191,1763260563.7664146,,,,,,5128,478.43753266334534,500.0,,
,2.3074448108673096e-05,4.1227787733078e-05,498432,1763260564.8938322,0.0,9.984638609239482e-07,-0.05957019329071045,1102.0,2.0489096641540527e-08,5140,479.5649502277374,,0.001390479621477425,0.5452232956886292
,-7.201731204986572e-05,-2.704281359910965e-05,499072,1763260565.481956,0.0,6.144393296381168e-07,-0.030455350875854492,1102.0,1.7695128917694092e-08,5146,480.1530740261078,,0.0013069489505141973,0.5745179653167725
,-5.692243576049805e-06,-8.530914783477783e-06,499456,1763260565.8120625,0.0,3.8402458812925033e-07,-0.1891922950744629,1102.0,1.4901161193847656e-08,5150,480.4831805229187,,0.0015241504879668355,0.571161150932312
,-1.434236764907837e-06,2.3562461137771606e-07,499584,1763260565.9226255,0.0,3.072196648190584e-07,-0.022794246673583984,1102.0,1.210719347000122e-08,5151,480.59374356269836,,0.0015174334403127432,0.5671645998954773
